title|url|path|views|author|publish_date|keywords|channel_id|position|start|end|text
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|11|187.0|192.0| En el ámbito médico, esta idea ya existe desde hace algún tiempo.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|12|192.0|199.0| Seguramente ustedes recuerdan, tal vez, si han estado en estos ámbitos y, de pronto, han escuchado películas o en series,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|13|199.0|204.0| estos sonidos que producen ciertos dispositivos médicos con el propósito de llamar la atención del personal médico
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|14|204.0|287.0| cuando se requiere la atención por alguna anomalía que se esté presentando. Por ejemplo, uno de los más conocidos es el pulso oxímetro. Este es muy conocido de productos audiovisuales. Básicamente, la idea del pulso oxímetro es que se emite un sonido de corta duración que está alineado con la frecuencia cardíaca. Cada vez que hay un latido, pues se produce un sonido de estos. El sonido, la frecuencia del sonido básicamente nos quiere dar algún tipo de información sobre el nivel de saturación de oxígeno, el nivel de oxígeno de la sangre. Entonces, si ese rango está en un rango normal, que está alrededor del 95% y 100%, pues el sonido tiene ciertas características. Sin embargo, si nos comenzamos a salir de ese rango, el sonido va a cambiar. Y el propósito de esto es transmitir información al porfuego del médico para que pueda atender, en este caso, la situación que se está presentando. Vamos a escuchar un sonido de pulsoxímetro para que tengamos una idea de cómo suena. Este es el pulsoxímetro que se utiliza en ánditos médicos. Listo, entonces, si ustedes escucharon el sonido, acá tenemos una representación de la forma de onda del sonido del pós-oxímetro, que efectivamente son sonidos de corta duración, que están alineados a la frecuencia carriaca.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|15|287.0|296.0| Y acá tenemos el espectrograma, en la parte inferior el espectrograma básicamente nos muestra los componentes energéticos en las distintas frecuencias que componen el sonido a lo largo del tiempo.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|16|296.0|305.88| Entonces, si podemos ver, digamos, esta línea vertical que se genera acá de color amarillo-naranja, eso es un componente energético de la frecuencia
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|17|305.88|310.6| fundamental del sonido. Y si nosotros nos fijamos en cómo está variando ese componente
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|18|310.6|314.48| a lo largo del tiempo, nos vamos a dar cuenta que va a ir disminuyendo, la frecuencia va
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|19|314.48|319.0| a disminuyendo en este caso. La idea es que cuando salimos de ese rango, que se considera
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|20|319.0|323.44| normal, el sonido tiene que cambiar, en este caso se baja la frecuencia de tal manera que
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|21|323.44|325.64| los médicos puedan determinar
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|22|325.64|331.24| que algo está pasando con la señal y puedan atender ese caso. Entonces bueno, la idea de la
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|23|331.24|336.32| sonificación ya está presente en los ámbitos médicos desde hace algún tiempo y particularmente,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|24|336.32|341.2| la charla de hoy, yo quiero enfocarla en el tema de la sonificación de electrocardiogramas, que fue
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|25|341.2|345.0| principalmente el proyecto que desarrollé. Entonces comencemos por ¿qué es un electrocardiogramas que fue principalmente el proyecto que desarrollé. Entonces comencemos por,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|26|345.0|351.24| ¿qué es un electrocardiograma? Pues básicamente es una representación gráfica de la actividad
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|27|351.24|358.56| eléctrica del corazón. Solo para recapitular un poco sobre cómo funciona el corazón, básicamente,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|28|358.56|363.92| lo que pasa en este caso es que hay unas contracciones, RITMICS, y esas contracciones lo que están haciendo,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|29|363.92|407.84| lo que permiten es bombear sangre en el cuerpo con el propósito de oxigenar la sangre, de transportar nutrientes y de eliminar elementos que no se necesiten. El encargado de hacer que esa contracción sea de manera rítmica es lo que se conoce como el sistema de conducción eléctrica del corazón. Hay una parte acá que se conoce como el nodo sinusal donde se inicia el impulso eléctrico y después se propaga a lo largo del corazón. Es lo que están viendo el electrocardiograma y esa es la representación gráfica que nosotros obtenemos cuando hacemos un electrocardiograma, un ICG. ¿Cómo graban normalmente los médicos este tipo de señal? Pues básicamente se ubican una serie de electrodos en el paciente, normalmente son 10 electrodos en la señal estándar y
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|30|407.84|410.64| esto lo que nos permite es ver la actividad eléctrica del corazón desde
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|31|410.64|414.2| distintos ángulos, entonces finalmente lo que tienen los médicos después de
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|32|414.2|417.28| hacer un electrocarlograma es una imagen similar a la que tenemos a la derecha,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|33|417.28|422.4| donde podemos ver la actividad eléctrica desde distintos canales, eso se conoce en
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|34|422.4|457.0| inglés como como lits, en español como terminaciones, entonces podemos ver la actividad eléctrica desde distintos ángulos, digamos acá tenemos en esta primera señal la actividad eléctrica, sino también pueden determinar en qué parte ocurre esa anomalía, porque ellos saben cómo se visualizan este señal, dependiendo de la propagación que tenga la señal en el corazón.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|35|457.0|466.8| Entonces, bueno, si nosotros hacemos solo un ciclo cardiaco del electrocardiograma, vamos a tener una señal de este tipo, o ondas similares a estas.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|36|466.8|474.4| Entonces, en primer lugar, vamos a tener una onda que se conoce como la onda P, que es la que se genera cuando se genera ese primer impulso cardiaco.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|37|474.4|481.6| Después tenemos lo que se conoce como el complejo QRS, que ustedes pueden ver acá, es esta onda acá, que es la más prominente,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|38|481.6|513.0| y esta es muy útil en la extracción de características, porque al ser la onda más más prominente es la que nos permite detectar la frecuencia cardiaca, por ejemplo. Después tenemos un segmento que se conoce como ST que va a ser muy importante para la charla y para el proyecto que desarrollamos porque ese segmento en personas saludables debería ser visoeléctrico, debería estar alrededor de los cero voltios. Sin embargo, si hay algún tipo de anomalía, la morfología en ese segmento va a comenzar a cambiar y nos va a dar a nosotros pistas de que algo puede estar pasando con recorazón en este caso.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|39|513.0|531.64| Después tenemos una onda T y nuevamente inicia otro ciclo cardiaco con otra onda P y así sucesivamente. Entonces, es lo que realmente... la morfología y estos puntos de referencia es lo que los médicos están analizando para poder determinar si hay algún tipo de anomalía o comportamiento patológico en la señal.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|40|532.44|541.84| Entonces, bueno, acá viene la pregunta. Para qué significarse visualizaciones si de hecho el electrocardiograma en sí ya es una representación gráfica de la actividad aléptica del corazón?
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|41|588.84|593.64| gráfica de la actividad aléctrica del corazón. Bueno, hay varias razones. Nosotros, durante el desarrollo del proyecto, estuvimos trabajando constantemente con nuestros partners médicos, y esto fue muy útil para poder determinar qué Por ejemplo, en el caso de una cirugía, en este caso, los médicos deben estar principalmente enfocados en el paciente, en el desarrolloando con sus colegas, está monitoreando varias señales a la vez, y en este caso hay que buscar maneras de priorizar esas señales sobre
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|42|593.64|598.96| las cuales se tiene que tener mayor atención en un punto determinado. En estos casos, por ejemplo,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|43|598.96|605.0| la sonidificación puede ser una gran herramienta de apoyo en el monitoreo y en el diagnóstico médico.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|44|605.0|612.0| La tercera razón es que nuestro sistema auditivo es supremamente capaz de detectar patrones y cambios en la señal,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|45|612.0|617.0| porque nosotros estamos conectados con el mundo de manera constante a partir del sonido
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|46|617.0|622.0| y recibimos pistas de manera constante que nos permiten entendernos su entorno a partir del sonido.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|47|622.0|645.0| Entonces, somos muy, muy buenos para detectar esos patrones y esos cambios. Y por otra parte, si hay una limitación a la interpretación de señales de señales de series de tiempo, que sean muy largas, por ejemplo, porque si pensamos en el caso de un electrocardiograma de los que se graba con un monitor halter, por ejemplo, que puede ser 24 horas de grabación en la actividad eléctrica del corazón.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|48|645.0|651.0| Pues detectar esos picos, esas variaciones en la morfología de manera visual es más difícil para nosotros.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|49|651.0|657.0| Sin embargo, la sonificación en este caso nos puede ayudar a comprimir o a expandir la señal, por decir algo,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|50|657.0|663.0| yo podría convertir esa grabación de 24 horas en una sonificación de 2 minutos o 3 minutos,
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|51|663.0|707.46| y nuestro sistema auditivo sí está muy preparado para detectar cambios en esa señal de madera auditiva. Entonces, en este caso nue y en la sonificación de estas dos patologías. Una fueron las arritmias, que son básicamente una perturbación del ritmo del corazón. En un corazón sano lo que se espera es que ese ritmo tenga cierta constancia. No es igual, pero si hay cierto componente de constancia. Sin embargo, en el caso de las arritmias, esas perturbaciones generan mucha variabilidad en el ritmo cardíaco. Hay unas que son más graves que otras, pero en el caso de las arritmias, esas perturbaciones generan mucha variabilidad en, digamos, en el ritmo
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|52|707.46|711.72| cardiaco. Hay unas que son más graves que otras, de hecho hay algunas arritmias que siquiera son
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|53|711.72|718.0| patológicas, pero en algunos casos sí pueden ser condiciones muy peligrosas que deben detectarse lo
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|54|718.0|723.0| más pronto posible, detectarse y tratarse. Entonces, esa fue una de las patologías con las cuales decidimos
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|55|723.0|732.0| trabajar. Y la segunda es la que se conoce como la elevación en el segmento ST, por eso les decía cuando estábamos viendo las en el electrocardiograma que ese segmento era muy importante.
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|56|732.0|745.48| La elevación en el segmento ST también se conoce como un infarto cardiaco. Básicamente, esto quiere decir que cuando hay un bloqueo en una de las arterias del corazón, pues nosotros ya sabemos que básicamente la función del corazón es bombear
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|57|745.48|750.08| sangre para poder oxigenar también el cuerpo. Entonces si hay un bloqueo, quiere decir que hay una
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|58|750.08|755.38| pérdida de oxígeno, por ejemplo. Y acá es súper importante detectar estas elevaciones cuando están
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|59|755.38|761.2| sucediendo porque entre más tiempo pase, en el que no haya oxígeno, pues más tejido, en este caso el
Lorena Aldana - Using Python to listen to your heart|https://www.youtube.com/watch?v=YrCSME1jT6U|PyCon-co audios/audios/Lorena Aldana - Using Python to listen to your heart [YrCSME1jT6U].mp3|200|PyCon Colombia|2021-09-09|[]|UCjor6U0ZF5zGAYLJJt9gr0A|60|761.2|766.36| corazón va muriendo. Entonces acá lo más importante es detectar esto tan pronto como sea posible.
